time,step,current,voltage,chgAh,disAh
50745,1,0.0,3.4936,0.0,0.0
50755,1,0.0,3.4933,0.0,0.0
50765,1,0.0,3.4933,0.0,0.0
50775,1,0.0,3.4933,0.0,0.0
50785,1,0.0,3.4936,0.0,0.0
50795,1,0.0,3.4936,0.0,0.0
50805,1,0.0,3.4936,0.0,0.0
50815,1,0.0,3.4936,0.0,0.0
50825,1,0.0,3.4936,0.0,0.0
50835,1,0.0,3.4936,0.0,0.0
50845,1,0.0,3.4936,0.0,0.0
50855,1,0.0,3.4936,0.0,0.0
50865,1,0.0,3.4936,0.0,0.0
50875,1,0.0,3.4936,0.0,0.0
50885,1,0.0,3.4936,0.0,0.0
50895,1,0.0,3.4936,0.0,0.0
50905,1,0.0,3.4936,0.0,0.0
50915,1,0.0,3.4936,0.0,0.0
50925,1,0.0,3.4936,0.0,0.0
50935,1,0.0,3.4936,0.0,0.0
50945,1,0.0,3.4936,0.0,0.0
50955,1,0.0,3.4936,0.0,0.0
50965,1,0.0,3.4939,0.0,0.0
50975,1,0.0,3.4939,0.0,0.0
50985,1,0.0,3.4936,0.0,0.0
50995,1,0.0,3.4936,0.0,0.0
51005,1,0.0,3.4939,0.0,0.0
51015,1,0.0,3.4939,0.0,0.0
51025,1,0.0,3.4939,0.0,0.0
51035,1,0.0,3.4939,0.0,0.0
51045,1,0.0,3.4939,0.0,0.0
51055,1,0.0,3.4939,0.0,0.0
51065,1,0.0,3.4939,0.0,0.0
51075,1,0.0,3.4939,0.0,0.0
51085,1,0.0,3.4939,0.0,0.0
51095,1,0.0,3.4939,0.0,0.0
51105,1,0.0,3.4939,0.0,0.0
51115,1,0.0,3.4939,0.0,0.0
51125,1,0.0,3.4939,0.0,0.0
51135,1,0.0,3.4939,0.0,0.0
51145,1,0.0,3.4939,0.0,0.0
51155,1,0.0,3.4939,0.0,0.0
51165,1,0.0,3.4939,0.0,0.0
51175,1,0.0,3.4939,0.0,0.0
51185,1,0.0,3.4942,0.0,0.0
51195,1,0.0,3.4939,0.0,0.0
51205,1,0.0,3.4939,0.0,0.0
51215,1,0.0,3.4939,0.0,0.0
51225,1,0.0,3.4942,0.0,0.0
51235,1,0.0,3.4942,0.0,0.0
51245,1,0.0,3.4939,0.0,0.0
51255,1,0.0,3.4942,0.0,0.0
51265,1,0.0,3.4939,0.0,0.0
51275,1,0.0,3.4942,0.0,0.0
51285,1,0.0,3.4939,0.0,0.0
51295,1,0.0,3.4942,0.0,0.0
51305,1,0.0,3.4939,0.0,0.0
51315,1,0.0,3.4942,0.0,0.0
51325,1,0.0,3.4942,0.0,0.0
51335,1,0.0,3.4942,0.0,0.0
51345,1,0.0,3.4942,0.0,0.0
51355,1,0.0,3.4942,0.0,0.0
51365,1,0.0,3.4942,0.0,0.0
51375,1,0.0,3.4942,0.0,0.0
51385,1,0.0,3.4942,0.0,0.0
51395,1,0.0,3.4942,0.0,0.0
51405,1,0.0,3.4942,0.0,0.0
51415,1,0.0,3.4942,0.0,0.0
51425,1,0.0,3.4942,0.0,0.0
51435,1,0.0,3.4942,0.0,0.0
51445,1,0.0,3.4942,0.0,0.0
51455,1,0.0,3.4942,0.0,0.0
51465,1,0.0,3.4942,0.0,0.0
51475,1,0.0,3.4942,0.0,0.0
51485,1,0.0,3.4942,0.0,0.0
51495,1,0.0,3.4942,0.0,0.0
51505,1,0.0,3.4942,0.0,0.0
51515,1,0.0,3.4948,0.0,0.0
51525,1,0.0,3.4948,0.0,0.0
51535,1,0.0,3.4948,0.0,0.0
51545,1,0.0,3.4948,0.0,0.0
51555,1,0.0,3.4948,0.0,0.0
51565,1,0.0,3.4948,0.0,0.0
51575,1,0.0,3.4948,0.0,0.0
51585,1,0.0,3.4948,0.0,0.0
51595,1,0.0,3.4948,0.0,0.0
51605,1,0.0,3.4948,0.0,0.0
51615,1,0.0,3.4948,0.0,0.0
51625,1,0.0,3.4948,0.0,0.0
51635,1,0.0,3.4948,0.0,0.0
51645,1,0.0,3.4948,0.0,0.0
51655,1,0.0,3.4948,0.0,0.0
51665,1,0.0,3.4948,0.0,0.0
51675,1,0.0,3.4948,0.0,0.0
51685,1,0.0,3.4948,0.0,0.0
51695,1,0.0,3.4948,0.0,0.0
51705,1,0.0,3.4948,0.0,0.0
51715,1,0.0,3.4948,0.0,0.0
51725,1,0.0,3.4948,0.0,0.0
51735,1,0.0,3.4948,0.0,0.0
51745,1,0.0,3.4948,0.0,0.0
51755,1,0.0,3.4948,0.0,0.0
51765,1,0.0,3.4948,0.0,0.0
51775,1,0.0,3.4948,0.0,0.0
51785,1,0.0,3.4948,0.0,0.0
51795,1,0.0,3.4951,0.0,0.0
51805,1,0.0,3.4951,0.0,0.0
51815,1,0.0,3.4951,0.0,0.0
51825,1,0.0,3.4951,0.0,0.0
