time,step,current,voltage,chgAh,disAh
5077,1,0.0,4.1964,0.0,0.0
5087,1,0.0,4.1954,0.0,0.0
5097,1,0.0,4.1951,0.0,0.0
5107,1,0.0,4.1948,0.0,0.0
5117,1,0.0,4.1945,0.0,0.0
5127,1,0.0,4.1945,0.0,0.0
5137,1,0.0,4.1942,0.0,0.0
5147,1,0.0,4.1939,0.0,0.0
5157,1,0.0,4.1939,0.0,0.0
5167,1,0.0,4.1936,0.0,0.0
5177,1,0.0,4.1936,0.0,0.0
5187,1,0.0,4.1936,0.0,0.0
5197,1,0.0,4.1933,0.0,0.0
5207,1,0.0,4.1933,0.0,0.0
5217,1,0.0,4.1933,0.0,0.0
5227,1,0.0,4.1933,0.0,0.0
5237,1,0.0,4.193,0.0,0.0
5247,1,0.0,4.193,0.0,0.0
5257,1,0.0,4.1927,0.0,0.0
5267,1,0.0,4.1927,0.0,0.0
5277,1,0.0,4.1927,0.0,0.0
5287,1,0.0,4.1927,0.0,0.0
5297,1,0.0,4.1923,0.0,0.0
5307,1,0.0,4.1923,0.0,0.0
5317,1,0.0,4.1923,0.0,0.0
5327,1,0.0,4.1923,0.0,0.0
5337,1,0.0,4.1923,0.0,0.0
5347,1,0.0,4.192,0.0,0.0
5357,1,0.0,4.192,0.0,0.0
5367,1,0.0,4.192,0.0,0.0
5377,1,0.0,4.192,0.0,0.0
5387,1,0.0,4.192,0.0,0.0
5397,1,0.0,4.1917,0.0,0.0
5407,1,0.0,4.1917,0.0,0.0
5417,1,0.0,4.1917,0.0,0.0
5427,1,0.0,4.1917,0.0,0.0
5437,1,0.0,4.1917,0.0,0.0
5447,1,0.0,4.1917,0.0,0.0
5457,1,0.0,4.1914,0.0,0.0
5467,1,0.0,4.1914,0.0,0.0
5477,1,0.0,4.1914,0.0,0.0
5487,1,0.0,4.1914,0.0,0.0
5497,1,0.0,4.1908,0.0,0.0
5507,1,0.0,4.1908,0.0,0.0
5517,1,0.0,4.1908,0.0,0.0
5527,1,0.0,4.1908,0.0,0.0
5537,1,0.0,4.1908,0.0,0.0
5547,1,0.0,4.1908,0.0,0.0
5557,1,0.0,4.1908,0.0,0.0
5567,1,0.0,4.1905,0.0,0.0
5577,1,0.0,4.1908,0.0,0.0
5587,1,0.0,4.1905,0.0,0.0
5597,1,0.0,4.1905,0.0,0.0
5607,1,0.0,4.1905,0.0,0.0
5617,1,0.0,4.1905,0.0,0.0
5627,1,0.0,4.1905,0.0,0.0
5637,1,0.0,4.1905,0.0,0.0
5647,1,0.0,4.1902,0.0,0.0
5657,1,0.0,4.1902,0.0,0.0
5667,1,0.0,4.1902,0.0,0.0
5677,1,0.0,4.1902,0.0,0.0
5687,1,0.0,4.1902,0.0,0.0
5697,1,0.0,4.1902,0.0,0.0
5707,1,0.0,4.1902,0.0,0.0
5717,1,0.0,4.1899,0.0,0.0
5727,1,0.0,4.1899,0.0,0.0
5737,1,0.0,4.1899,0.0,0.0
5747,1,0.0,4.1899,0.0,0.0
5757,1,0.0,4.1899,0.0,0.0
5767,1,0.0,4.1899,0.0,0.0
5777,1,0.0,4.1899,0.0,0.0
5787,1,0.0,4.1899,0.0,0.0
5797,1,0.0,4.1899,0.0,0.0
5807,1,0.0,4.1899,0.0,0.0
5817,1,0.0,4.1896,0.0,0.0
5827,1,0.0,4.1896,0.0,0.0
5837,1,0.0,4.1896,0.0,0.0
5847,1,0.0,4.1896,0.0,0.0
5857,1,0.0,4.1896,0.0,0.0
5867,1,0.0,4.1896,0.0,0.0
5877,1,0.0,4.1896,0.0,0.0
5887,1,0.0,4.1896,0.0,0.0
5897,1,0.0,4.1892,0.0,0.0
5907,1,0.0,4.1896,0.0,0.0
5917,1,0.0,4.1892,0.0,0.0
5927,1,0.0,4.1892,0.0,0.0
5937,1,0.0,4.1892,0.0,0.0
5947,1,0.0,4.1892,0.0,0.0
5957,1,0.0,4.1892,0.0,0.0
5967,1,0.0,4.1892,0.0,0.0
5977,1,0.0,4.1892,0.0,0.0
5987,1,0.0,4.1892,0.0,0.0
5997,1,0.0,4.1892,0.0,0.0
6007,1,0.0,4.1892,0.0,0.0
6017,1,0.0,4.1892,0.0,0.0
6027,1,0.0,4.1892,0.0,0.0
6037,1,0.0,4.1892,0.0,0.0
6047,1,0.0,4.1889,0.0,0.0
6057,1,0.0,4.1889,0.0,0.0
6067,1,0.0,4.1889,0.0,0.0
6077,1,0.0,4.1889,0.0,0.0
6087,1,0.0,4.1889,0.0,0.0
6097,1,0.0,4.1889,0.0,0.0
6107,1,0.0,4.1889,0.0,0.0
6117,1,0.0,4.1889,0.0,0.0
6127,1,0.0,4.1889,0.0,0.0
6137,1,0.0,4.1889,0.0,0.0
6147,1,0.0,4.1889,0.0,0.0
6157,1,0.0,4.1889,0.0,0.0
6167,1,0.0,4.1886,0.0,0.0
6177,1,0.0,4.1886,0.0,0.0
6187,1,0.0,4.1886,0.0,0.0
6197,1,0.0,4.1886,0.0,0.0
6207,1,0.0,4.1886,0.0,0.0
6217,1,0.0,4.1886,0.0,0.0
6227,1,0.0,4.1886,0.0,0.0
6237,1,0.0,4.1886,0.0,0.0
