time,step,current,voltage,chgAh,disAh
442,1,0.0,4.1954,0.0,0.0
452,1,0.0,4.1945,0.0,0.0
462,1,0.0,4.1942,0.0,0.0
472,1,0.0,4.1936,0.0,0.0
482,1,0.0,4.1933,0.0,0.0
492,1,0.0,4.193,0.0,0.0
502,1,0.0,4.1927,0.0,0.0
512,1,0.0,4.1923,0.0,0.0
522,1,0.0,4.1923,0.0,0.0
532,1,0.0,4.192,0.0,0.0
542,1,0.0,4.192,0.0,0.0
552,1,0.0,4.1917,0.0,0.0
562,1,0.0,4.1914,0.0,0.0
572,1,0.0,4.1914,0.0,0.0
582,1,0.0,4.1914,0.0,0.0
592,1,0.0,4.1908,0.0,0.0
602,1,0.0,4.1908,0.0,0.0
612,1,0.0,4.1905,0.0,0.0
622,1,0.0,4.1905,0.0,0.0
632,1,0.0,4.1902,0.0,0.0
642,1,0.0,4.1902,0.0,0.0
652,1,0.0,4.1899,0.0,0.0
662,1,0.0,4.1899,0.0,0.0
672,1,0.0,4.1899,0.0,0.0
682,1,0.0,4.1896,0.0,0.0
692,1,0.0,4.1896,0.0,0.0
702,1,0.0,4.1896,0.0,0.0
712,1,0.0,4.1896,0.0,0.0
722,1,0.0,4.1892,0.0,0.0
732,1,0.0,4.1892,0.0,0.0
742,1,0.0,4.1892,0.0,0.0
752,1,0.0,4.1889,0.0,0.0
762,1,0.0,4.1889,0.0,0.0
772,1,0.0,4.1889,0.0,0.0
782,1,0.0,4.1886,0.0,0.0
792,1,0.0,4.1886,0.0,0.0
802,1,0.0,4.1886,0.0,0.0
812,1,0.0,4.1886,0.0,0.0
822,1,0.0,4.1883,0.0,0.0
832,1,0.0,4.1883,0.0,0.0
842,1,0.0,4.1883,0.0,0.0
852,1,0.0,4.1883,0.0,0.0
862,1,0.0,4.1883,0.0,0.0
872,1,0.0,4.188,0.0,0.0
882,1,0.0,4.188,0.0,0.0
892,1,0.0,4.188,0.0,0.0
902,1,0.0,4.188,0.0,0.0
912,1,0.0,4.1877,0.0,0.0
922,1,0.0,4.1877,0.0,0.0
932,1,0.0,4.1877,0.0,0.0
942,1,0.0,4.1877,0.0,0.0
952,1,0.0,4.1877,0.0,0.0
962,1,0.0,4.1874,0.0,0.0
971,1,0.0,4.1874,0.0,0.0
971,2,-5.00074,4.0587,0.0,0.0
981,2,-5.00111,4.0293,0.0,0.01389
991,2,-5.00111,4.0144,0.0,0.02778
1001,2,-5.00111,4.0026,0.0,0.04168
1011,2,-5.00111,3.9933,0.0,0.05557
1021,2,-5.00111,3.9849,0.0,0.06946
1031,2,-5.00111,3.9778,0.0,0.08335
1041,2,-5.00111,3.971,0.0,0.09724
1051,2,-5.00111,3.9654,0.0,0.11114
1061,2,-5.00111,3.9595,0.0,0.12503
1071,2,-5.00111,3.9546,0.0,0.13892
1081,2,-5.00111,3.9496,0.0,0.15281
1091,2,-5.00111,3.945,0.0,0.1667
1101,2,-5.00111,3.9403,0.0,0.18059
1111,2,-5.00111,3.9363,0.0,0.19449
1121,2,-5.00111,3.9319,0.0,0.20838
1131,2,-5.00111,3.9279,0.0,0.22227
1141,2,-5.00111,3.9239,0.0,0.23616
1151,2,-5.00111,3.9202,0.0,0.25005
1161,2,-5.00111,3.9161,0.0,0.26395
1171,2,-5.00111,3.9124,0.0,0.27784
1181,2,-5.00111,3.9087,0.0,0.29173
1191,2,-5.00111,3.905,0.0,0.30562
1201,2,-5.00111,3.9015,0.0,0.31951
1211,2,-5.00111,3.8975,0.0,0.33341
1221,2,-5.00111,3.8941,0.0,0.3473
1231,2,-5.00111,3.8904,0.0,0.36119
1241,2,-5.00111,3.887,0.0,0.37508
1251,2,-5.00111,3.8833,0.0,0.38897
1261,2,-5.00111,3.8798,0.0,0.40287
1271,2,-5.00111,3.8761,0.0,0.41676
1281,2,-5.00111,3.8727,0.0,0.43065
1291,2,-5.00111,3.869,0.0,0.44454
1301,2,-5.00111,3.8659,0.0,0.45843
1311,2,-5.00111,3.8625,0.0,0.47232
1321,2,-5.00111,3.8588,0.0,0.48622
1331,2,-5.00111,3.8557,0.0,0.50011
1331,3,0.0,3.9778,0.0,0.0
1341,3,0.0,4.0023,0.0,0.0
1351,3,0.0,4.0125,0.0,0.0
1361,3,0.0,4.0197,0.0,0.0
1371,3,0.0,4.0249,0.0,0.0
1381,3,0.0,4.0293,0.0,0.0
1391,3,0.0,4.0327,0.0,0.0
1401,3,0.0,4.0358,0.0,0.0
1411,3,0.0,4.0383,0.0,0.0
1421,3,0.0,4.0404,0.0,0.0
1431,3,0.0,4.042,0.0,0.0
1441,3,0.0,4.0438,0.0,0.0
1451,3,0.0,4.0451,0.0,0.0
1461,3,0.0,4.046,0.0,0.0
1471,3,0.0,4.0469,0.0,0.0
1481,3,0.0,4.0479,0.0,0.0
1491,3,-2.29538,3.9778,0.0,0.00638
1501,3,-2.29464,3.9713,0.0,0.01275
1511,3,-2.29092,3.9667,0.0,0.01913
1521,3,-2.29464,3.962,0.0,0.0255
1531,3,-2.2991,3.9586,0.0,0.03188
1541,3,-2.2991,3.9549,0.0,0.03826
1551,3,-2.29092,3.9524,0.0,0.04463
1561,3,-2.29464,3.9496,0.0,0.05101
1571,3,-2.29464,3.9471,0.0,0.05739
1581,3,-2.29538,3.9446,0.0,0.06377
1591,3,-2.29464,3.9428,0.0,0.07014
1601,3,-2.29464,3.9403,0.0,0.07652
1611,3,-2.29538,3.9384,0.0,0.08289
1621,3,-2.29092,3.9369,0.0,0.08927
1631,3,-2.29464,3.935,0.0,0.09565
1641,3,-2.29464,3.9332,0.0,0.10202
1651,3,-2.2991,3.9313,0.0,0.10841
1661,3,-2.29538,3.9298,0.0,0.11478
1671,3,-2.2991,3.9279,0.0,0.12116
1681,3,-2.29464,3.9264,0.0,0.12753
1691,3,-2.29464,3.9245,0.0,0.13391
1701,3,-2.29538,3.9229,0.0,0.14029
1711,3,-2.29464,3.9214,0.0,0.14667
1721,3,-2.29464,3.9198,0.0,0.15305
1731,3,-2.2991,3.9183,0.0,0.15942
1741,3,-2.29464,3.9164,0.0,0.1658
1751,3,-2.29538,3.9149,0.0,0.17218
1761,3,-2.29464,3.9133,0.0,0.17855
1771,3,-2.29464,3.9118,0.0,0.18494
1781,3,-2.2991,3.9102,0.0,0.19131
1791,3,-2.2991,3.9084,0.0,0.19769
1801,3,-2.2991,3.9068,0.0,0.20407
1811,3,-2.29464,3.9056,0.0,0.21045
1821,3,-2.29464,3.904,0.0,0.21682
1831,3,-2.29464,3.9028,0.0,0.2232
1841,3,-2.29464,3.9009,0.0,0.22958
1851,3,-2.29464,3.8994,0.0,0.23595
1861,3,-2.29464,3.8978,0.0,0.24233
1871,3,-2.2991,3.8963,0.0,0.24871
1881,3,-2.2991,3.8947,0.0,0.25509
1891,3,-2.2991,3.8932,0.0,0.26147
1901,3,-2.29092,3.8919,0.0,0.26785
1911,3,-2.29464,3.8904,0.0,0.27423
1921,3,-2.2991,3.8885,0.0,0.2806
1931,3,-2.29464,3.8873,0.0,0.28698
1941,3,-2.29464,3.886,0.0,0.29336
1951,3,-2.29464,3.8842,0.0,0.29974
1961,3,-2.2991,3.8826,0.0,0.30612
1971,3,-2.2991,3.8811,0.0,0.3125
1981,3,-2.2991,3.8798,0.0,0.31888
1991,3,-2.29092,3.8786,0.0,0.32526
